线路,方向,起点,终点,客流量
10路,下行,七星大桥（南）,马大王美女山,0.7
10路,下行,七星大桥（南）,城关加油站、兔毛市场,0.5
10路,下行,七星大桥（南）,上礼泉,3.1
10路,下行,和悦广场,马大王美女山,0.6
10路,下行,和悦广场,上礼泉,2.6
10路,下行,中医院（南）,翡翠山,0.6
10路,下行,中医院（南）,城东大桥,0.9
10路,下行,中医院（南）,毛纺织有限公司,0.8
10路,下行,中医院（南）,章家山,0.6
10路,下行,中医院（南）,马大王美女山,2.0
10路,下行,中医院（南）,五马公园,0.6
10路,下行,中医院（南）,城关加油站、兔毛市场,1.5
10路,下行,中医院（南）,上礼泉,9.1
10路,下行,张家庄（北）,马大王美女山,0.7
10路,下行,张家庄（北）,城关加油站、兔毛市场,0.5
10路,下行,张家庄（北）,上礼泉,3.3
10路,下行,实验幼儿园,上礼泉,1.6
10路,下行,卫计局,上礼泉,1.1
10路,下行,翡翠山,城东大桥,0.9
10路,下行,翡翠山,毛纺织有限公司,0.7
10路,下行,翡翠山,章家山,0.5
10路,下行,翡翠山,马大王美女山,1.9
10路,下行,翡翠山,五马公园,0.6
10路,下行,翡翠山,城关加油站、兔毛市场,1.4
10路,下行,翡翠山,上礼泉,8.6
10路,下行,城东大桥,毛纺织有限公司,1.2
10路,下行,城东大桥,章家山,0.8
10路,下行,城东大桥,章家山脚,0.5
10路,下行,城东大桥,马大王美女山,3.0
10路,下行,城东大桥,五马公园,0.9
10路,下行,城东大桥,城关加油站、兔毛市场,2.3
10路,下行,城东大桥,上礼泉,14.0
10路,下行,毛纺织有限公司,章家山,0.8
10路,下行,毛纺织有限公司,章家山脚,0.5
10路,下行,毛纺织有限公司,马大王美女山,2.8
10路,下行,毛纺织有限公司,五马公园,0.8
10路,下行,毛纺织有限公司,城关加油站、兔毛市场,2.1
10路,下行,毛纺织有限公司,上礼泉,12.8
10路,下行,章家山,马大王美女山,2.0
10路,下行,章家山,五马公园,0.6
10路,下行,章家山,城关加油站、兔毛市场,1.5
10路,下行,章家山,上礼泉,9.3
10路,下行,章家山脚,马大王美女山,1.3
10路,下行,章家山脚,城关加油站、兔毛市场,1.0
10路,下行,章家山脚,上礼泉,6.2
10路,下行,马大王美女山,五马公园,2.6
10路,下行,马大王美女山,城关加油站、兔毛市场,6.6
10路,下行,马大王美女山,上礼泉,40.2
10路,下行,新昌大桥,上礼泉,1.6
10路,下行,五马公园,城关加油站、兔毛市场,2.1
10路,下行,五马公园,上礼泉,12.8
10路,下行,城关加油站、兔毛市场,上礼泉,37.8
10路,下行,上礼泉,拔茅商场,231.0
11路,上行,翡翠山,南瑞学校,0.6
11路,上行,翡翠山,人才公寓（南）,0.9
11路,上行,翡翠山,锦绣华庭（北）,0.6
11路,上行,翡翠山,江滨公园,1.0
11路,上行,南瑞学校,人才公寓（南）,0.8
11路,上行,南瑞学校,锦绣华庭（北）,0.6
11路,上行,南瑞学校,江滨公园,0.9
11路,上行,人才公寓（南）,锦绣华庭（北）,0.9
11路,上行,人才公寓（南）,江滨公园,1.5
11路,上行,博大山水,江滨公园,0.5
11路,上行,锦绣华庭（北）,江滨公园,1.7
11路,上行,钟楼菜场（北）,江滨公园,0.9
11路,上行,达利丝绸,江滨公园,1.1
11路,上行,老年活动中心,江滨公园,0.6
11路,上行,江滨公园,金星村,2.0
11路,上行,江滨公园,新柴股份（北）,2.0
11路,上行,江滨公园,中喻村,2.0
11路,上行,江滨公园,美力弹簧,2.0
11路,下行,南瑞学校,华泰护理院（西）,0.5
11路,下行,翡翠山,华泰护理院（西）,1.3
11路,下行,华泰护理院（西）,康可胶囊,0.6
11路,下行,华泰护理院（西）,中柴机器,0.6
11路,下行,华泰护理院（西）,美力弹簧,0.6
11路,下行,华泰护理院（西）,新柴股份（东）,0.6
11路,下行,华泰护理院（西）,达利丝绸,0.6
11路,下行,华泰护理院（西）,五洲新春,0.6
11路,下行,华泰护理院（西）,新柴股份（金星村）,0.6
11路,下行,华泰护理院（西）,中喻村,0.6
11路,下行,华泰护理院（西）,秀水桥,0.6
12路,上行,如城公交站,方兴和园（公岙村）,1.3
12路,上行,如城公交站,元岙村,1.0
12路,上行,如城公交站,下磕岭下村（七星首府）,2.1
12路,上行,如城公交站,潜溪中学,0.7
12路,上行,如城公交站,客运西站（五四桥）,1.7
12路,上行,如城公交站,卫计局,0.7
12路,上行,如城公交站,下三溪村（西）,2.0
12路,上行,如城公交站,上三溪下村,1.2
12路,上行,如城公交站,上三溪村（北）,0.5
12路,上行,如城公交站,梅园新村（南）,0.9
12路,上行,如城公交站,锦绣华庭（南）,1.6
12路,上行,如城公交站,上石演（北）,0.9
12路,上行,如城公交站,工商银行,0.6
12路,上行,如城公交站,钟楼菜场（南）,0.9
12路,上行,如城公交站,新昌宾馆,0.7
12路,上行,如城公交站,张氏骨伤医院,0.5
12路,上行,如城公交站,青年路小学,0.5
12路,上行,如城公交站,新康医院,0.9
12路,上行,如城公交站,盘龙里,1.2
12路,上行,如城公交站,上三线南口,1.2
12路,上行,如城公交站,江滨公园,1.3
12路,上行,方兴和园（公岙村）,元岙村,0.7
12路,上行,方兴和园（公岙村）,下磕岭下村（七星首府）,1.4
12路,上行,方兴和园（公岙村）,客运西站（五四桥）,1.2
12路,上行,方兴和园（公岙村）,下三溪村（西）,1.4
12路,上行,方兴和园（公岙村）,上三溪下村,0.8
12路,上行,方兴和园（公岙村）,梅园新村（南）,0.6
12路,上行,方兴和园（公岙村）,锦绣华庭（南）,1.1
12路,上行,方兴和园（公岙村）,上石演（北）,0.6
12路,上行,方兴和园（公岙村）,钟楼菜场（南）,0.6
12路,上行,方兴和园（公岙村）,新康医院,0.6
12路,上行,方兴和园（公岙村）,盘龙里,0.9
12路,上行,方兴和园（公岙村）,上三线南口,0.9
12路,上行,方兴和园（公岙村）,江滨公园,0.9
12路,上行,元岙村,下磕岭下村（七星首府）,1.2
12路,上行,元岙村,客运西站（五四桥）,0.9
12路,上行,元岙村,下三溪村（西）,1.1
12路,上行,元岙村,上三溪下村,0.6
12路,上行,元岙村,梅园新村（南）,0.5
12路,上行,元岙村,锦绣华庭（南）,0.9
12路,上行,元岙村,上石演（北）,0.5
12路,上行,元岙村,钟楼菜场（南）,0.5
12路,上行,元岙村,盘龙里,0.7
12路,上行,元岙村,上三线南口,0.7
12路,上行,元岙村,江滨公园,0.7
12路,上行,下磕岭下村（七星首府）,潜溪中学,0.9
12路,上行,下磕岭下村（七星首府）,客运西站（五四桥）,2.2
12路,上行,下磕岭下村（七星首府）,卫计局,0.9
12路,上行,下磕岭下村（七星首府）,下三溪村（西）,2.6
12路,上行,下磕岭下村（七星首府）,上三溪下村,1.5
12路,上行,下磕岭下村（七星首府）,上三溪村（北）,0.7
12路,上行,下磕岭下村（七星首府）,梅园新村（南）,1.2
12路,上行,下磕岭下村（七星首府）,锦绣华庭（南）,2.0
12路,上行,下磕岭下村（七星首府）,上石演（北）,1.2
12路,上行,下磕岭下村（七星首府）,工商银行,0.8
12路,上行,下磕岭下村（七星首府）,钟楼菜场（南）,1.2
12路,上行,下磕岭下村（七星首府）,新昌宾馆,0.9
12路,上行,下磕岭下村（七星首府）,张氏骨伤医院,0.7
12路,上行,下磕岭下村（七星首府）,青年路小学,0.7
12路,上行,下磕岭下村（七星首府）,新康医院,1.1
12路,上行,下磕岭下村（七星首府）,盘龙里,1.6
12路,上行,下磕岭下村（七星首府）,南泥湾,0.6
12路,上行,下磕岭下村（七星首府）,上三线南口,1.6
12路,上行,下磕岭下村（七星首府）,江滨公园,1.7
12路,上行,潜溪中学,客运西站（五四桥）,0.7
12路,上行,潜溪中学,下三溪村（西）,0.9
12路,上行,潜溪中学,上三溪下村,0.5
12路,上行,潜溪中学,锦绣华庭（南）,0.7
12路,上行,潜溪中学,盘龙里,0.5
12路,上行,潜溪中学,上三线南口,0.5
12路,上行,潜溪中学,江滨公园,0.6
12路,上行,客运西站（五四桥）,卫计局,0.8
12路,上行,客运西站（五四桥）,下三溪村（西）,2.4
12路,上行,客运西站（五四桥）,上三溪下村,1.4
12路,上行,客运西站（五四桥）,上三溪村（北）,0.6
12路,上行,客运西站（五四桥）,梅园新村（南）,1.1
12路,上行,客运西站（五四桥）,锦绣华庭（南）,1.8
12路,上行,客运西站（五四桥）,上石演（北）,1.1
12路,上行,客运西站（五四桥）,工商银行,0.7
12路,上行,客运西站（五四桥）,钟楼菜场（南）,1.1
12路,上行,客运西站（五四桥）,新昌宾馆,0.8
12路,上行,客运西站（五四桥）,张氏骨伤医院,0.6
12路,上行,客运西站（五四桥）,青年路小学,0.6
12路,上行,客运西站（五四桥）,新康医院,1.0
12路,上行,客运西站（五四桥）,盘龙里,1.5
12路,上行,客运西站（五四桥）,南泥湾,0.6
12路,上行,客运西站（五四桥）,上三线南口,1.5
12路,上行,客运西站（五四桥）,江滨公园,1.6
12路,上行,卫计局,下三溪村（西）,1.0
12路,上行,卫计局,上三溪下村,0.6
12路,上行,卫计局,锦绣华庭（南）,0.8
12路,上行,卫计局,盘龙里,0.6
12路,上行,卫计局,上三线南口,0.6
12路,上行,卫计局,江滨公园,0.7
12路,上行,下三溪村（西）,上三溪下村,1.9
12路,上行,下三溪村（西）,上三溪村（北）,0.9
12路,上行,下三溪村（西）,梅园新村（南）,1.5
12路,上行,下三溪村（西）,下石演（北）,0.5
12路,上行,下三溪村（西）,锦绣华庭（南）,2.5
12路,上行,下三溪村（西）,上石演（北）,1.5
12路,上行,下三溪村（西）,城西电信大楼,0.5
12路,上行,下三溪村（西）,工商银行,1.0
12路,上行,下三溪村（西）,人民医院（北）,0.5
12路,上行,下三溪村（西）,钟楼菜场（南）,1.5
12路,上行,下三溪村（西）,新昌宾馆,1.1
12路,上行,下三溪村（西）,张氏骨伤医院,0.9
12路,上行,下三溪村（西）,青年路小学,0.9
12路,上行,下三溪村（西）,新康医院,1.4
12路,上行,下三溪村（西）,南明菜场,0.5
12路,上行,下三溪村（西）,盘龙里,2.0
12路,上行,下三溪村（西）,南泥湾,0.8
12路,上行,下三溪村（西）,上三线南口,2.0
12路,上行,下三溪村（西）,江滨公园,2.2
12路,上行,上三溪下村,上三溪村（北）,0.6
12路,上行,上三溪下村,梅园新村（南）,1.0
12路,上行,上三溪下村,锦绣华庭（南）,1.6
12路,上行,上三溪下村,上石演（北）,1.0
12路,上行,上三溪下村,工商银行,0.6
12路,上行,上三溪下村,钟楼菜场（南）,1.0
12路,上行,上三溪下村,新昌宾馆,0.7
12路,上行,上三溪下村,张氏骨伤医院,0.6
12路,上行,上三溪下村,青年路小学,0.6
12路,上行,上三溪下村,新康医院,0.9
12路,上行,上三溪下村,盘龙里,1.3
12路,上行,上三溪下村,上三线南口,1.3
12路,上行,上三溪下村,江滨公园,1.4
12路,上行,上三溪村（北）,锦绣华庭（南）,0.8
12路,上行,上三溪村（北）,盘龙里,0.6
12路,上行,上三溪村（北）,上三线南口,0.6
12路,上行,上三溪村（北）,江滨公园,0.7
12路,上行,梅园新村（南）,锦绣华庭（南）,1.4
12路,上行,梅园新村（南）,上石演（北）,0.9
12路,上行,梅园新村（南）,工商银行,0.6
12路,上行,梅园新村（南）,钟楼菜场（南）,0.9
12路,上行,梅园新村（南）,新昌宾馆,0.6
12路,上行,梅园新村（南）,张氏骨伤医院,0.5
12路,上行,梅园新村（南）,青年路小学,0.5
12路,上行,梅园新村（南）,新康医院,0.8
12路,上行,梅园新村（南）,盘龙里,1.1
12路,上行,梅园新村（南）,上三线南口,1.1
12路,上行,梅园新村（南）,江滨公园,1.2
12路,上行,锦绣华庭（南）,上石演（北）,1.7
12路,上行,锦绣华庭（南）,城西电信大楼,0.6
12路,上行,锦绣华庭（南）,工商银行,1.1
12路,上行,锦绣华庭（南）,人民医院（北）,0.6
12路,上行,锦绣华庭（南）,钟楼菜场（南）,1.7
12路,上行,锦绣华庭（南）,新昌宾馆,1.3
12路,上行,锦绣华庭（南）,张氏骨伤医院,1.0
12路,上行,锦绣华庭（南）,青年路小学,1.0
12路,上行,锦绣华庭（南）,新康医院,1.5
12路,上行,锦绣华庭（南）,南明菜场,0.6
12路,上行,锦绣华庭（南）,盘龙里,2.2
12路,上行,锦绣华庭（南）,南泥湾,0.8
12路,上行,锦绣华庭（南）,上三线南口,2.2
12路,上行,锦绣华庭（南）,江滨公园,2.4
12路,上行,上石演（北）,工商银行,0.7
12路,上行,上石演（北）,钟楼菜场（南）,1.1
12路,上行,上石演（北）,新昌宾馆,0.8
12路,上行,上石演（北）,张氏骨伤医院,0.6
12路,上行,上石演（北）,青年路小学,0.6
12路,上行,上石演（北）,新康医院,1.0
12路,上行,上石演（北）,盘龙里,1.5
12路,上行,上石演（北）,南泥湾,0.5
12路,上行,上石演（北）,上三线南口,1.5
12路,上行,上石演（北）,江滨公园,1.6
12路,上行,城西电信大楼,盘龙里,0.5
12路,上行,城西电信大楼,上三线南口,0.5
12路,上行,城西电信大楼,江滨公园,0.5
12路,上行,工商银行,钟楼菜场（南）,0.8
12路,上行,工商银行,新昌宾馆,0.6
12路,上行,工商银行,新康医院,0.8
12路,上行,工商银行,盘龙里,1.1
12路,上行,工商银行,上三线南口,1.1
12路,上行,工商银行,江滨公园,1.2
12路,上行,人民医院（北）,盘龙里,0.6
12路,上行,人民医院（北）,上三线南口,0.6
12路,上行,人民医院（北）,江滨公园,0.6
12路,上行,钟楼菜场（南）,新昌宾馆,1.1
12路,上行,钟楼菜场（南）,张氏骨伤医院,0.8
12路,上行,钟楼菜场（南）,青年路小学,0.8
12路,上行,钟楼菜场（南）,新康医院,1.3
12路,上行,钟楼菜场（南）,盘龙里,1.9
12路,上行,钟楼菜场（南）,南泥湾,0.7
12路,上行,钟楼菜场（南）,上三线南口,1.9
12路,上行,钟楼菜场（南）,江滨公园,2.0
12路,上行,新昌宾馆,张氏骨伤医院,0.7
12路,上行,新昌宾馆,青年路小学,0.7
12路,上行,新昌宾馆,新康医院,1.1
12路,上行,新昌宾馆,盘龙里,1.6
12路,上行,新昌宾馆,南泥湾,0.6
12路,上行,新昌宾馆,上三线南口,1.6
12路,上行,新昌宾馆,江滨公园,1.7
12路,上行,张氏骨伤医院,青年路小学,0.6
12路,上行,张氏骨伤医院,新康医院,0.9
12路,上行,张氏骨伤医院,盘龙里,1.3
12路,上行,张氏骨伤医院,上三线南口,1.3
12路,上行,张氏骨伤医院,江滨公园,1.4
12路,上行,青年路小学,新康医院,1.0
12路,上行,青年路小学,盘龙里,1.4
12路,上行,青年路小学,南泥湾,0.5
12路,上行,青年路小学,上三线南口,1.4
12路,上行,青年路小学,江滨公园,1.5
12路,上行,新康医院,南明菜场,0.7
12路,上行,新康医院,盘龙里,2.6
12路,上行,新康医院,南泥湾,1.0
12路,上行,新康医院,上三线南口,2.6
12路,上行,新康医院,江滨公园,2.8
12路,上行,南明菜场,盘龙里,1.0
12路,上行,南明菜场,上三线南口,1.0
12路,上行,南明菜场,江滨公园,1.1
12路,上行,兴南路口,盘龙里,0.8
12路,上行,兴南路口,上三线南口,0.8
12路,上行,兴南路口,江滨公园,0.9
12路,上行,盘龙里,南泥湾,2.2
12路,上行,盘龙里,南泥湾下村,0.7
12路,上行,盘龙里,上三线南口,6.0
12路,上行,盘龙里,江滨公园,6.3
12路,上行,南泥湾,上三线南口,2.6
12路,上行,南泥湾,江滨公园,2.8
12路,上行,南泥湾下村,上三线南口,0.9
12路,上行,南泥湾下村,江滨公园,1.0
12路,上行,上三线南口,蝴蝶谷,0.8
12路,上行,上三线南口,江滨公园,14.3
12路,上行,上三线南口,联英村,0.8
12路,上行,江滨公园,联英村,17.0
12路,下行,下三溪村（西）,兴南路口,0.6
12路,下行,卫计局,兴南路口,0.5
12路,下行,客运西站（五四桥）,党校,0.7
12路,下行,客运西站（五四桥）,盘龙里,0.7
12路,下行,客运西站（五四桥）,兴南路口,1.3
12路,下行,客运西站（五四桥）,青年路小学,0.5
12路,下行,客运西站（五四桥）,钟楼菜场（南）,0.8
12路,下行,客运西站（五四桥）,人民医院（北）,0.8
12路,下行,客运西站（五四桥）,城西电信大楼,0.5
12路,下行,客运西站（五四桥）,梅园新村（南）,0.5
